Month,ESG,CSR,ImpactInvesting,SRI,SustainableDevelopment,Country
2021-08,18,13,0,0,18,Norway
2021-09,22,19,0,0,46,Norway
2021-10,19,21,0,0,47,Norway
2021-11,24,19,0,0,53,Norway
2021-12,17,15,0,0,30,Norway
2022-01,28,16,0,0,51,Norway
2022-02,23,16,0,0,54,Norway
2022-03,28,18,0,0,65,Norway
2022-04,24,14,0,0,57,Norway
2022-05,29,18,0,2,80,Norway
2022-06,25,12,0,0,31,Norway
2022-07,14,7,0,0,4,Norway
2022-08,22,15,0,0,22,Norway
2022-09,40,23,0,0,50,Norway
2022-10,32,29,0,0,48,Norway
2022-11,30,22,0,0,51,Norway
2022-12,29,15,0,0,29,Norway
2023-01,34,8,0,0,45,Norway
2023-02,31,10,0,0,44,Norway
2023-03,32,11,0,0,60,Norway
2023-04,31,8,0,0,59,Norway
2023-05,29,8,0,0,59,Norway
2023-06,32,9,0,0,33,Norway
2023-07,17,5,0,0,5,Norway
2023-08,28,13,0,0,18,Norway
2023-09,35,19,0,0,35,Norway
2023-10,34,16,0,0,32,Norway
2023-11,36,16,0,0,35,Norway
2023-12,24,8,0,0,20,Norway
2024-01,30,12,2,2,31,Norway
2024-02,33,9,0,0,33,Norway
2024-03,27,8,0,0,38,Norway
2024-04,31,11,0,0,56,Norway
2024-05,29,9,0,0,53,Norway
2024-06,25,7,0,0,26,Norway
2024-07,20,6,0,0,5,Norway
2024-08,21,7,0,0,21,Norway
2024-09,30,11,0,2,30,Norway
2024-10,31,9,0,2,31,Norway
2024-11,30,11,0,0,27,Norway
2024-12,22,7,0,0,17,Norway
2025-01,26,8,0,0,27,Norway
2025-02,26,8,0,0,28,Norway
2025-03,32,9,0.5,1,39,Norway
2004-01,0,0,0,0,49,Poland
2004-02,0,0,0,0,87,Poland
2004-03,0,0,0,0,0,Poland
2004-04,0,0,0,0,86,Poland
2004-05,0,0,0,0,100,Poland
2004-06,0,0,0,0,42,Poland
2004-07,0,0,0,0,0,Poland
2004-08,0,0,0,0,38,Poland
2004-09,0,0,0,0,40,Poland
2004-10,0,29,0,0,56,Poland
2004-11,0,0,0,0,55,Poland
2004-12,0,29,0,0,70,Poland
2005-01,0,21,0,0,72,Poland
2005-02,0,0,0,0,44,Poland
2005-03,0,30,0,0,60,Poland
2005-04,0,27,0,0,49,Poland
2005-05,0,34,0,0,76,Poland
2005-06,0,24,0,0,48,Poland
2005-07,0,19,0,0,26,Poland
2005-08,0,19,0,0,0,Poland
2005-09,0,0,0,0,26,Poland
2005-10,0,18,0,0,42,Poland
2005-11,0,20,0,0,62,Poland
2005-12,0,19,0,0,37,Poland
2006-01,0,19,0,0,51,Poland
2006-02,0,28,0,0,44,Poland
2006-03,0,25,0,0,43,Poland
2006-04,0,24,0,0,38,Poland
2006-05,0,25,0,0,58,Poland
2006-06,0,20,0,0,53,Poland
2006-07,0,18,0,0,17,Poland
2006-08,0,10,0,0,13,Poland
2006-09,0,13,0,0,29,Poland
2006-10,0,15,0,0,29,Poland
2006-11,0,17,0,0,41,Poland
2006-12,0,21,0,0,25,Poland
2007-01,0,23,0,0,44,Poland
2007-02,0,23,0,0,34,Poland
2007-03,0,18,0,0,35,Poland
2007-04,0,21,0,0,37,Poland
2007-05,0,33,0,0,47,Poland
2007-06,6,22,0,0,39,Poland
2007-07,0,16,0,0,12,Poland
2007-08,0,17,0,0,16,Poland
2007-09,0,19,0,0,24,Poland
2007-10,0,21,0,0,33,Poland
2007-11,4,37,0,0,28,Poland
2007-12,0,27,0,0,29,Poland
2008-01,0,39,0,0,42,Poland
2008-02,0,25,0,0,28,Poland
2008-03,0,31,0,0,33,Poland
2008-04,0,32,0,0,38,Poland
2008-05,5,33,0,0,48,Poland
2008-06,4,36,0,0,41,Poland
2008-07,0,24,0,0,19,Poland
2008-08,0,22,0,0,14,Poland
2008-09,0,25,0,0,23,Poland
2008-10,0,25,0,0,26,Poland
2008-11,0,28,0,0,29,Poland
2008-12,0,23,0,0,25,Poland
2009-01,0,39,0,0,35,Poland
2009-02,0,26,0,0,25,Poland
2009-03,0,34,0,0,38,Poland
2009-04,0,39,0,0,34,Poland
2009-05,0,41,0,0,43,Poland
2009-06,3,35,0,0,29,Poland
2009-07,0,24,0,0,11,Poland
2009-08,0,20,0,0,18,Poland
2009-09,0,23,0,0,20,Poland
2009-10,3,27,0,0,25,Poland
2009-11,0,33,0,0,30,Poland
2009-12,3,37,0,0,29,Poland
2010-01,3,38,0,0,39,Poland
2010-02,3,42,0,0,34,Poland
2010-03,3,32,0,0,31,Poland
2010-04,3,43,0,0,26,Poland
2010-05,4,48,0,0,40,Poland
2010-06,4,40,0,0,40,Poland
2010-07,0,25,0,0,17,Poland
2010-08,3,30,0,0,15,Poland
2010-09,0,34,0,0,17,Poland
2010-10,2,30,0,0,26,Poland
2010-11,3,33,0,0,25,Poland
2010-12,0,35,0,0,22,Poland
2011-01,3,39,0,0,31,Poland
2011-02,4,36,0,0,28,Poland
2011-03,0,40,0,0,33,Poland
2011-04,2,39,0,0,27,Poland
2011-05,3,43,0,0,36,Poland
2011-06,5,41,0,0,34,Poland
2011-07,3,31,0,0,15,Poland
2011-08,3,31,0,0,10,Poland
2011-09,2,34,0,0,19,Poland
2011-10,0,38,0,2,25,Poland
2011-11,3,43,0,0,28,Poland
2011-12,5,38,0,2,26,Poland
2012-01,4,49,0,0,35,Poland
2012-02,4,39,0,0,29,Poland
2012-03,3,45,0,0,26,Poland
2012-04,3,44,0,0,24,Poland
2012-05,3,51,0,0,35,Poland
2012-06,4,43,0,0,28,Poland
2012-07,2,32,0,0,16,Poland
2012-08,4,27,0,0,12,Poland
2012-09,3,34,0,0,20,Poland
2012-10,3,38,0,0,22,Poland
2012-11,3,40,0,0,25,Poland
2012-12,2,35,0,0,20,Poland
2013-01,3,46,0,0,34,Poland
2013-02,4,39,0,0,22,Poland
2013-03,4,38,0,0,25,Poland
2013-04,4,50,0,0,26,Poland
2013-05,3,49,0,0,28,Poland
2013-06,3,46,0,0,33,Poland
2013-07,3,34,0,0,14,Poland
2013-08,4,28,0,0,10,Poland
2013-09,2,36,0,0,17,Poland
2013-10,3,40,0,0,24,Poland
2013-11,4,45,0,0,29,Poland
2013-12,2,37,0,0,21,Poland
2014-01,3,47,0,0,31,Poland
2014-02,3,44,0,0,21,Poland
2014-03,2,46,0,0,26,Poland
2014-04,2,44,0,0,23,Poland
2014-05,3,52,0,0,28,Poland
2014-06,3,43,0,0,29,Poland
2014-07,9,33,0,0,12,Poland
2014-08,5,27,0,0,10,Poland
2014-09,3,32,0,0,13,Poland
2014-10,3,38,0,0,18,Poland
2014-11,3,40,0,0,19,Poland
2014-12,3,34,0,0,17,Poland
2015-01,3,47,0,0,26,Poland
2015-02,4,38,0,0,17,Poland
2015-03,3,39,0,0,20,Poland
2015-04,3,42,0,0,19,Poland
2015-05,3,49,0,0,27,Poland
2015-06,3,44,0,0,28,Poland
2015-07,3,28,0,0,13,Poland
2015-08,4,25,0,0,11,Poland
2015-09,3,29,0,0,13,Poland
2015-10,3,32,0,0,21,Poland
2015-11,4,38,0,0,21,Poland
2015-12,3,32,0,0,19,Poland
2016-01,3,40,0,0,25,Poland
2016-02,4,35,0,0,18,Poland
2016-03,3,35,0,0,19,Poland
2016-04,5,41,0,0,25,Poland
2016-05,3,43,0,0,26,Poland
2016-06,3,42,0,0,30,Poland
2016-07,2,28,0,0,11,Poland
2016-08,3,24,0,0,11,Poland
2016-09,3,33,0,0,13,Poland
2016-10,3,33,0,0,19,Poland
2016-11,2,38,0,0,25,Poland
2016-12,3,33,0,0,21,Poland
2017-01,3,40,0,0,27,Poland
2017-02,4,35,0,0,23,Poland
2017-03,2,38,0,0,23,Poland
2017-04,3,39,0,0,25,Poland
2017-05,2,41,0,0,28,Poland
2017-06,3,39,0,0,29,Poland
2017-07,2,23,0,0,12,Poland
2017-08,3,24,0,0,11,Poland
2017-09,11,27,0,0,20,Poland
2017-10,0,30,0,0,19,Poland
2017-11,0,34,0,0,24,Poland
2017-12,3,33,0,0,19,Poland
2018-01,2,37,0,0,25,Poland
2018-02,2,32,0,0,20,Poland
2018-03,2,35,0,0,20,Poland
2018-04,3,41,0,0,25,Poland
2018-05,2,37,0,0,27,Poland
2018-06,2,37,0,0,27,Poland
2018-07,4,23,0,0,12,Poland
2018-08,1,20,0,0,11,Poland
2018-09,1,27,0,0,14,Poland
2018-10,1,29,0,1,21,Poland
2018-11,0,33,0,0,22,Poland
2018-12,0,28,0,0,19,Poland
2019-01,1,34,0,0,23,Poland
2019-02,0,33,0,0,22,Poland
2019-03,0,33,0,0,20,Poland
2019-04,1,38,0,0,21,Poland
2019-05,1,35,0,0,25,Poland
2019-06,2,36,0,0,29,Poland
2019-07,1,26,0,0,15,Poland
2019-08,2,21,0,0,13,Poland
2019-09,2,28,0,0,17,Poland
2019-10,2,30,0,0,22,Poland
2019-11,2,33,0,0,23,Poland
2019-12,2,28,0,1,18,Poland
2020-01,4,35,0,0,26,Poland
2020-02,2,31,0,0,22,Poland
2020-03,2,30,0,0,20,Poland
2020-04,2,33,0,0,25,Poland
2020-05,3,37,0,0,37,Poland
2020-06,4,33,0,0,35,Poland
2020-07,3,24,0,0,16,Poland
2020-08,4,18,0,0,15,Poland
2020-09,5,28,0,0,32,Poland
2020-10,5,27,0,0,24,Poland
2020-11,4,29,0,0,26,Poland
2020-12,4,25,0,0,24,Poland
2021-01,8,32,0,1,30,Poland
2021-02,9,26,0,0,24,Poland
2021-03,9,31,0,0,30,Poland
2021-04,11,29,0,0,29,Poland
2021-05,12,32,0,1,34,Poland
2021-06,13,32,0,0,28,Poland
2021-07,12,21,0,1,20,Poland
2021-08,9,21,0,0,16,Poland
2021-09,16,21,0,0,27,Poland
2021-10,20,29,0,0,30,Poland
2021-11,19,31,0,1,31,Poland
2021-12,19,31,0,2,31,Poland
2022-01,22,45,0,0,44,Poland
2022-02,24,33,0,0,39,Poland
2022-03,22,40,0,0,36,Poland
2022-04,22,38,0,1,36,Poland
2022-05,26,46,0,1,45,Poland
2022-06,25,42,0,0,42,Poland
2022-07,26,25,0,0,32,Poland
2022-08,25,20,0,0,26,Poland
2022-09,30,24,0,0,33,Poland
2022-10,34,30,0,0,34,Poland
2022-11,38,36,0,0,39,Poland
2022-12,38,30,0,1,36,Poland
2023-01,41,45,0,0,46,Poland
2023-02,34,34,0,0,38,Poland
2023-03,40,37,0,0,45,Poland
2023-04,42,31,0,0,43,Poland
2023-05,42,39,0,1,55,Poland
2023-06,42,38,0,1,42,Poland
2023-07,41,25,0,1,27,Poland
2023-08,38,22,0,1,23,Poland
2023-09,52,26,0,1,34,Poland
2023-10,59,30,0,0,41,Poland
2023-11,62,32,1,1,43,Poland
2023-12,51,28,0,0,32,Poland
2024-01,67,38,0,1,41,Poland
2024-02,75,34,0,1,35,Poland
2024-03,72,33,0,1,38,Poland
2024-04,80,36,0,0,38,Poland
2024-05,70,38,0,1,38,Poland
2024-06,79,37,0,2,36,Poland
2024-07,66,24,0,0,25,Poland
2024-08,57,24,0,0,21,Poland
2024-09,76,26,0,0,30,Poland
2024-10,90,33,0,0,43,Poland
2024-11,87,32,0,0,45,Poland
2024-12,81,27,0,1,35,Poland
2025-01,89,36,0,1,47,Poland
2025-02,89,28,0,1,39,Poland
2025-03,82,30,0.5,0.5,42,Poland
2004-01,0,0,0,0,0,Russia
2004-02,0,0,0,0,0,Russia
2004-03,0,0,0,0,0,Russia
2004-04,0,0,0,0,0,Russia
2004-05,0,0,0,0,0,Russia
2004-06,0,0,0,0,0,Russia
2004-07,0,0,0,0,0,Russia
2004-08,0,0,0,0,0,Russia
2004-09,0,0,0,0,0,Russia
2004-10,0,0,0,0,0,Russia
2004-11,0,0,0,0,0,Russia
2004-12,0,0,0,0,0,Russia
2005-01,0,0,0,0,0,Russia
2005-02,0,0,0,0,0,Russia
2005-03,0,0,0,0,0,Russia
2005-04,0,0,0,0,0,Russia
2005-05,0,0,0,0,0,Russia
2005-06,0,0,0,0,0,Russia
2005-07,0,0,0,0,0,Russia
2005-08,0,0,0,0,0,Russia
2005-09,0,0,0,0,0,Russia
2005-10,0,0,0,0,0,Russia
2005-11,0,0,0,0,0,Russia
2005-12,0,0,0,0,0,Russia
2006-01,0,0,0,0,0,Russia
2006-02,0,0,0,0,0,Russia
2006-03,0,74,0,0,0,Russia
2006-04,0,0,0,0,0,Russia
2006-05,0,0,0,0,0,Russia
2006-06,0,100,0,0,0,Russia
2006-07,0,0,0,0,0,Russia
2006-08,0,0,0,0,0,Russia
2006-09,0,0,0,0,0,Russia
2006-10,0,0,0,0,0,Russia
2006-11,0,0,0,0,83,Russia
2006-12,0,0,0,0,60,Russia
2007-01,0,0,0,0,42,Russia
2007-02,0,0,0,0,0,Russia
2007-03,0,0,0,0,0,Russia
2007-04,0,0,0,0,48,Russia
2007-05,0,32,0,0,48,Russia
2007-06,0,0,0,0,38,Russia
2007-07,0,35,0,0,0,Russia
2007-08,0,0,0,0,0,Russia
2007-09,0,0,0,0,28,Russia
2007-10,0,0,0,0,41,Russia
2007-11,0,28,0,0,43,Russia
2007-12,0,26,0,0,50,Russia
2008-01,0,26,0,0,31,Russia
2008-02,0,28,0,0,19,Russia
2008-03,0,29,0,0,27,Russia
2008-04,0,33,0,0,45,Russia
2008-05,0,16,0,0,46,Russia
2008-06,0,24,0,0,23,Russia
2008-07,0,0,0,0,0,Russia
2008-08,0,17,0,0,0,Russia
2008-09,0,22,0,0,17,Russia
2008-10,0,28,0,0,41,Russia
2008-11,0,29,0,0,16,Russia
2008-12,0,25,0,0,41,Russia
2009-01,0,28,0,0,25,Russia
2009-02,0,22,0,0,27,Russia
2009-03,0,24,14,0,23,Russia
2009-04,0,18,0,0,37,Russia
2009-05,0,16,0,0,27,Russia
2009-06,0,20,0,0,33,Russia
2009-07,0,0,0,0,0,Russia
2009-08,0,0,0,0,15,Russia
2009-09,0,20,0,0,27,Russia
2009-10,0,16,0,0,28,Russia
2009-11,0,34,0,0,27,Russia
2009-12,0,27,0,0,30,Russia
2010-01,0,19,0,0,22,Russia
2010-02,0,19,0,0,28,Russia
2010-03,0,20,0,0,22,Russia
2010-04,0,32,0,0,34,Russia
2010-05,0,34,0,0,32,Russia
2010-06,0,29,0,0,21,Russia
2010-07,0,19,0,0,14,Russia
2010-08,0,14,0,0,12,Russia
2010-09,0,20,0,0,20,Russia
2010-10,0,23,0,0,29,Russia
2010-11,0,18,0,0,28,Russia
2010-12,0,22,0,0,39,Russia
2011-01,0,13,0,0,18,Russia
2011-02,0,17,0,0,20,Russia
2011-03,4,21,0,0,22,Russia
2011-04,0,22,0,0,18,Russia
2011-05,0,20,0,3,28,Russia
2011-06,0,18,0,0,17,Russia
2011-07,4,11,0,0,6,Russia
2011-08,0,14,0,0,8,Russia
2011-09,0,16,0,0,15,Russia
2011-10,4,17,0,0,21,Russia
2011-11,0,19,0,0,19,Russia
2011-12,0,16,0,2,21,Russia
2012-01,0,12,0,0,17,Russia
2012-02,0,16,0,0,16,Russia
2012-03,0,16,0,0,16,Russia
2012-04,0,18,0,0,18,Russia
2012-05,0,18,0,0,21,Russia
2012-06,0,17,0,0,18,Russia
2012-07,0,13,0,0,6,Russia
2012-08,0,11,0,0,6,Russia
2012-09,2,17,0,0,13,Russia
2012-10,0,18,0,0,17,Russia
2012-11,3,13,0,0,15,Russia
2012-12,1,16,0,1,19,Russia
2013-01,2,16,0,0,13,Russia
2013-02,3,17,0,0,15,Russia
2013-03,2,18,0,0,16,Russia
2013-04,1,18,0,1,19,Russia
2013-05,2,22,0,0,18,Russia
2013-06,0,20,0,0,14,Russia
2013-07,0,11,0,0,8,Russia
2013-08,2,11,0,0,5,Russia
2013-09,0,14,0,0,13,Russia
2013-10,2,21,0,0,16,Russia
2013-11,1,19,0,0,18,Russia
2013-12,0,17,0,1,20,Russia
2014-01,1,15,0,0,12,Russia
2014-02,1,17,0,0,12,Russia
2014-03,1,20,0,0,14,Russia
2014-04,0,24,0,0,16,Russia
2014-05,1,19,0,0,19,Russia
2014-06,0,17,0,1,15,Russia
2014-07,4,16,0,0,6,Russia
2014-08,2,15,0,0,6,Russia
2014-09,1,22,0,0,11,Russia
2014-10,0,22,0,0,12,Russia
2014-11,0,23,0,0,12,Russia
2014-12,1,22,0,1,15,Russia
2015-01,1,17,0,0,10,Russia
2015-02,0,23,0,0,12,Russia
2015-03,1,21,0,0,14,Russia
2015-04,0,21,0,0,15,Russia
2015-05,1,20,0,0,15,Russia
2015-06,1,17,0,0,13,Russia
2015-07,1,13,0,0,5,Russia
2015-08,1,12,0,0,5,Russia
2015-09,1,16,0,0,11,Russia
2015-10,1,17,0,0,12,Russia
2015-11,1,17,0,0,13,Russia
2015-12,0,18,0,0,18,Russia
2016-01,1,15,0,1,11,Russia
2016-02,0,17,0,0,13,Russia
2016-03,1,17,0,0,15,Russia
2016-04,0,18,0,1,15,Russia
2016-05,1,23,0,1,20,Russia
2016-06,0,17,0,0,12,Russia
2016-07,1,12,0,0,5,Russia
2016-08,0,12,0,0,6,Russia
2016-09,1,12,0,0,12,Russia
2016-10,1,14,0,0,12,Russia
2016-11,1,25,0,0,17,Russia
2016-12,0,28,0,0,24,Russia
2017-01,1,20,0,0,14,Russia
2017-02,0,23,0,0,15,Russia
2017-03,0,25,0,1,19,Russia
2017-04,0,24,0,0,20,Russia
2017-05,0,25,0,1,21,Russia
2017-06,0,21,0,0,15,Russia
2017-07,0,12,0,0,7,Russia
2017-08,0,12,0,0,7,Russia
2017-09,0,18,0,1,13,Russia
2017-10,0,19,0,0,16,Russia
2017-11,0,22,1,0,19,Russia
2017-12,1,21,0,1,20,Russia
2018-01,1,16,0,0,12,Russia
2018-02,1,15,0,0,16,Russia
2018-03,1,20,0,0,18,Russia
2018-04,0,20,0,1,20,Russia
2018-05,0,17,0,0,18,Russia
2018-06,0,16,0,0,16,Russia
2018-07,0,11,0,0,8,Russia
2018-08,0,11,0,0,7,Russia
2018-09,0,15,0,1,14,Russia
2018-10,0,19,0,1,18,Russia
2018-11,1,19,0,1,20,Russia
2018-12,1,20,0,1,21,Russia
2019-01,1,17,0,1,14,Russia
2019-02,1,18,0,0,17,Russia
2019-03,1,18,0,1,17,Russia
2019-04,1,22,0,0,23,Russia
2019-05,1,19,0,1,21,Russia
2019-06,0,18,0,0,20,Russia
2019-07,1,12,0,1,12,Russia
2019-08,1,12,0,0,11,Russia
2019-09,1,17,0,1,17,Russia
2019-10,2,18,0,1,21,Russia
2019-11,2,18,0,1,23,Russia
2019-12,2,19,0,1,21,Russia
2020-01,3,14,1,2,17,Russia
2020-02,3,19,1,1,17,Russia
2020-03,2,18,1,2,18,Russia
2020-04,2,16,0,2,28,Russia
2020-05,2,19,1,3,31,Russia
2020-06,3,17,0,2,21,Russia
2020-07,2,15,1,2,12,Russia
2020-08,2,13,0,1,10,Russia
2020-09,4,18,0,1,19,Russia
2020-10,4,19,0,1,19,Russia
2020-11,5,19,1,2,23,Russia
2020-12,5,17,0,1,23,Russia
2021-01,6,14,0,1,19,Russia
2021-02,8,18,0,1,21,Russia
2021-03,10,20,0,2,21,Russia
2021-04,12,21,0,1,27,Russia
2021-05,12,17,0,1,24,Russia
2021-06,14,15,0,1,20,Russia
2021-07,14,12,1,1,14,Russia
2021-08,15,13,0,1,13,Russia
2021-09,23,18,1,1,26,Russia
2021-10,27,18,0,1,24,Russia
2021-11,30,24,0,2,31,Russia
2021-12,31,22,2,3,27,Russia
2022-01,31,20,1,2,25,Russia
2022-02,37,20,0,2,34,Russia
2022-03,28,25,1,2,33,Russia
2022-04,28,25,1,2,36,Russia
2022-05,24,19,1,2,33,Russia
2022-06,25,21,1,2,25,Russia
2022-07,20,14,1,2,16,Russia
2022-08,20,13,1,3,14,Russia
2022-09,21,17,1,2,24,Russia
2022-10,22,19,1,2,25,Russia
2022-11,23,20,1,2,60,Russia
2022-12,22,19,0,1,40,Russia
2023-01,19,16,1,3,22,Russia
2023-02,22,16,1,1,24,Russia
2023-03,24,19,1,2,28,Russia
2023-04,23,18,1,2,31,Russia
2023-05,25,23,1,2,33,Russia
2023-06,32,19,2,2,27,Russia
2023-07,30,14,2,3,17,Russia
2023-08,27,13,1,3,16,Russia
2023-09,33,18,2,2,30,Russia
2023-10,32,18,1,2,29,Russia
2023-11,33,20,1,2,28,Russia
2023-12,32,19,1,2,33,Russia
2024-01,34,16,2,3,25,Russia
2024-02,38,21,2,3,27,Russia
2024-03,35,16,1,2,27,Russia
2024-04,31,17,1,3,30,Russia
2024-05,35,17,1,4,35,Russia
2024-06,34,14,2,3,25,Russia
2024-07,31,11,2,3,17,Russia
2024-08,28,12,1,4,18,Russia
2024-09,30,15,2,3,26,Russia
2024-10,27,16,1,3,34,Russia
2024-11,26,16,1,2,35,Russia
2024-12,21,13,0,1,29,Russia
2025-01,18,11,1,1,22,Russia
2025-02,31,17,1,3,28,Russia
2025-03,20,17,0.5,0.5,25,Russia
2004-01,0,0,0,0,0,Saudi Arabia
2004-02,0,0,0,0,0,Saudi Arabia
2004-03,0,0,0,0,0,Saudi Arabia
2004-04,0,0,0,0,0,Saudi Arabia
2004-05,0,0,0,0,0,Saudi Arabia
2004-06,0,0,0,0,0,Saudi Arabia
2004-07,0,0,0,0,0,Saudi Arabia
2004-08,0,0,0,0,0,Saudi Arabia
2004-09,0,0,0,0,0,Saudi Arabia
2004-10,0,0,0,0,0,Saudi Arabia
2004-11,0,0,0,0,0,Saudi Arabia
2004-12,0,0,0,0,0,Saudi Arabia
2005-01,0,0,0,0,0,Saudi Arabia
2005-02,0,0,0,0,0,Saudi Arabia
2005-03,0,0,0,0,0,Saudi Arabia
2005-04,0,0,0,0,0,Saudi Arabia
2005-05,0,0,0,0,0,Saudi Arabia
2005-06,0,0,0,0,0,Saudi Arabia
2005-07,0,0,0,0,0,Saudi Arabia
2005-08,0,0,0,0,0,Saudi Arabia
2005-09,0,0,0,0,0,Saudi Arabia
2005-10,0,0,0,0,0,Saudi Arabia
2005-11,0,0,0,0,0,Saudi Arabia
2005-12,0,54,0,0,0,Saudi Arabia
2006-01,0,0,0,0,0,Saudi Arabia
2006-02,0,0,0,0,0,Saudi Arabia
2006-03,0,0,0,0,0,Saudi Arabia
2006-04,0,0,0,0,0,Saudi Arabia
2006-05,0,0,0,0,0,Saudi Arabia
2006-06,0,0,0,0,0,Saudi Arabia
2006-07,0,0,0,0,0,Saudi Arabia
2006-08,0,0,0,0,0,Saudi Arabia
2006-09,0,0,0,0,0,Saudi Arabia
2006-10,0,0,43,0,0,Saudi Arabia
2006-11,0,0,54,0,0,Saudi Arabia
2006-12,0,0,0,0,0,Saudi Arabia
2007-01,0,0,0,0,0,Saudi Arabia
2007-02,0,0,0,0,0,Saudi Arabia
2007-03,0,0,0,0,0,Saudi Arabia
2007-04,0,0,0,0,0,Saudi Arabia
2007-05,0,0,0,0,0,Saudi Arabia
2007-06,0,0,0,0,0,Saudi Arabia
2007-07,0,29,0,0,0,Saudi Arabia
2007-08,0,0,0,0,0,Saudi Arabia
2007-09,0,0,0,0,0,Saudi Arabia
2007-10,0,0,0,0,0,Saudi Arabia
2007-11,0,0,0,0,0,Saudi Arabia
2007-12,0,0,0,0,0,Saudi Arabia
2008-01,0,0,0,0,0,Saudi Arabia
2008-02,0,0,0,0,0,Saudi Arabia
2008-03,0,0,0,0,0,Saudi Arabia
2008-04,0,0,0,0,0,Saudi Arabia
2008-05,0,0,0,0,0,Saudi Arabia
2008-06,0,0,0,0,0,Saudi Arabia
2008-07,0,0,0,0,0,Saudi Arabia
2008-08,0,0,0,0,0,Saudi Arabia
2008-09,0,0,0,0,0,Saudi Arabia
2008-10,0,0,0,0,0,Saudi Arabia
2008-11,0,0,0,0,0,Saudi Arabia
2008-12,0,0,0,0,0,Saudi Arabia
2009-01,0,0,0,0,17,Saudi Arabia
2009-02,0,0,0,0,0,Saudi Arabia
2009-03,0,0,0,0,0,Saudi Arabia
2009-04,0,17,0,0,0,Saudi Arabia
2009-05,0,16,0,0,0,Saudi Arabia
2009-06,0,0,0,0,0,Saudi Arabia
2009-07,0,0,0,0,0,Saudi Arabia
2009-08,0,0,0,0,0,Saudi Arabia
2009-09,0,0,0,0,0,Saudi Arabia
2009-10,0,22,0,0,0,Saudi Arabia
2009-11,0,0,0,0,0,Saudi Arabia
2009-12,0,17,0,0,0,Saudi Arabia
2010-01,0,0,0,0,0,Saudi Arabia
2010-02,0,20,0,0,26,Saudi Arabia
2010-03,0,19,0,0,22,Saudi Arabia
2010-04,0,0,0,0,0,Saudi Arabia
2010-05,0,24,0,0,19,Saudi Arabia
2010-06,0,0,0,0,0,Saudi Arabia
2010-07,0,0,0,0,0,Saudi Arabia
2010-08,0,0,0,0,0,Saudi Arabia
2010-09,0,0,0,0,0,Saudi Arabia
2010-10,0,0,0,0,0,Saudi Arabia
2010-11,0,21,0,0,0,Saudi Arabia
2010-12,0,0,0,0,0,Saudi Arabia
2011-01,0,6,0,0,0,Saudi Arabia
2011-02,0,6,0,0,0,Saudi Arabia
2011-03,0,7,0,0,0,Saudi Arabia
2011-04,0,6,0,0,0,Saudi Arabia
2011-05,0,6,0,0,8,Saudi Arabia
2011-06,0,9,0,0,3,Saudi Arabia
2011-07,0,6,0,0,0,Saudi Arabia
2011-08,0,3,0,0,0,Saudi Arabia
2011-09,0,5,0,0,4,Saudi Arabia
2011-10,0,5,0,0,4,Saudi Arabia
2011-11,0,6,0,0,5,Saudi Arabia
2011-12,0,7,0,0,5,Saudi Arabia
2012-01,0,5,0,0,3,Saudi Arabia
2012-02,0,6,0,0,4,Saudi Arabia
2012-03,0,7,0,0,7,Saudi Arabia
2012-04,0,7,0,0,6,Saudi Arabia
2012-05,0,5,0,0,5,Saudi Arabia
2012-06,0,8,0,0,0,Saudi Arabia
2012-07,0,14,0,0,0,Saudi Arabia
2012-08,0,10,0,0,0,Saudi Arabia
2012-09,0,8,0,0,4,Saudi Arabia
2012-10,0,7,0,0,5,Saudi Arabia
2012-11,0,6,0,0,3,Saudi Arabia
2012-12,0,8,0,0,7,Saudi Arabia
2013-01,0,8,0,0,3,Saudi Arabia
2013-02,0,11,0,0,6,Saudi Arabia
2013-03,0,9,0,0,4,Saudi Arabia
2013-04,0,13,0,0,6,Saudi Arabia
2013-05,0,12,0,0,3,Saudi Arabia
2013-06,0,9,0,0,3,Saudi Arabia
2013-07,0,10,0,0,0,Saudi Arabia
2013-08,0,8,0,0,0,Saudi Arabia
2013-09,0,8,0,0,3,Saudi Arabia
2013-10,0,11,0,0,5,Saudi Arabia
2013-11,0,12,0,0,7,Saudi Arabia
2013-12,0,10,0,0,7,Saudi Arabia
2014-01,0,8,0,0,3,Saudi Arabia
2014-02,0,9,0,0,4,Saudi Arabia
2014-03,0,7,0,0,7,Saudi Arabia
2014-04,0,8,0,0,8,Saudi Arabia
2014-05,0,8,0,0,5,Saudi Arabia
2014-06,0,8,0,0,2,Saudi Arabia
2014-07,10,7,0,0,0,Saudi Arabia
2014-08,7,6,0,0,2,Saudi Arabia
2014-09,5,7,0,0,3,Saudi Arabia
2014-10,3,7,0,0,6,Saudi Arabia
2014-11,2,10,0,0,8,Saudi Arabia
2014-12,3,11,0,0,6,Saudi Arabia
2015-01,0,8,0,0,3,Saudi Arabia
2015-02,3,9,0,0,17,Saudi Arabia
2015-03,0,9,0,0,17,Saudi Arabia
2015-04,3,12,0,0,9,Saudi Arabia
2015-05,3,9,0,0,6,Saudi Arabia
2015-06,0,8,0,0,3,Saudi Arabia
2015-07,2,8,0,0,2,Saudi Arabia
2015-08,5,8,0,0,3,Saudi Arabia
2015-09,4,8,0,0,5,Saudi Arabia
2015-10,2,9,0,0,12,Saudi Arabia
